transaction_id,transaction_time,amount,merchant_latitude,merchant_longitude,customer_distance,transaction_hour,day_of_week,previous_fraud_count,avg_transaction_amount,transaction_frequency,device_type,ip_country_mismatch,card_age_days,is_fraud
TXN001011,2025/6/20 08:20,108.71,-89.692002,126.973047,8.7,8,4,0,184.16,0.95,0,0,2868,legitimate
TXN001012,2025/5/13 00:06,105.65,38.242581,-155.934149,116.6,0,1,0,79.29,6.46,1,0,1834,legitimate
TXN001013,2025/11/2 03:36,316.19,-31.531461,-158.143579,96.3,3,6,0,103.01,4.2,0,0,2803,fraudulent
TXN001014,2025/7/4 06:31,199.05,31.647794,-27.125548,14.1,6,4,1,164.75,7.92,0,0,1642,legitimate
TXN001015,2025/1/25 19:07,145.53,-50.267962,83.959541,91,19,5,0,114.44,7.16,0,0,2711,legitimate
TXN001016,2025/7/3 07:32,34.75,86.49253,-148.639274,43.1,7,3,0,368.77,6.14,1,0,916,legitimate
TXN001017,2025/12/2 00:40,54.37,61.077527,163.475437,13.9,0,1,,3.17,1.23,0,0,657,legitimate
TXN001018,2025/7/31 06:30,4.14,22.977155,28.160121,40.6,6,3,0,253.38,7.3,1,0,2572,legitimate
TXN001019,2025/10/29 00:50,113.97,36.500471,140.693761,13.5,0,2,0,72.85,1.02,1,0,1986,legitimate
TXN001020,2025/7/9 18:19,58.56,-4.947801,-29.934868,36,18,2,0,120.08,5.27,1,0,1549,legitimate
TXN001021,2025/6/1 09:52,55.6,27.688491,-35.341726,3.3,9,6,0,207.38,3.07,1,0,685,legitimate
TXN001022,2025/11/18 16:30,518.7,-88.808358,-29.17027,5.1,16,1,0,32.78,1.84,1,0,1777,legitimate
TXN001023,2025/4/29 16:17,59.69,67.207305,121.496291,19.4,16,1,0,49.64,0.1,0,0,2566,legitimate
TXN001024,2025/9/18 13:23,279.31,22.341808,19.505647,41.6,13,3,0,,1.26,1,0,771,legitimate
TXN001025,2025/8/13 23:32,8.65,22.018829,18.488905,62.4,23,2,1,4.26,7.23,1,0,1944,legitimate
TXN001026,2025/7/13 07:34,151.95,28.196847,20.264448,22.4,7,6,0,81.49,1.78,0,0,227,legitimate
TXN001027,2025/8/15 16:13,7.71,-23.803325,-21.317929,124.3,16,4,0,4.86,7.79,1,0,1673,legitimate
TXN001028,2025/3/22 08:01,161.55,-84.465695,-136.392266,53.1,8,5,0,52.28,6.84,0,0,805,legitimate
TXN001029,2025/6/29 17:01,69.51,37.964839,77.415665,107.3,17,6,0,177.06,4.72,1,0,339,legitimate
TXN001030,2025/1/2 09:49,7.73,-84.015878,-145.840344,41.1,9,3,1,22.06,2.25,0,0,1195,legitimate
TXN001031,2025/5/25 05:50,14.15,-8.059928,-115.148505,9.5,5,6,0,78.99,4.76,0,0,486,legitimate
TXN001032,2025/9/3 20:36,54.24,-48.17473,86.075994,15.3,20,2,0,47.9,7.67,0,0,837,legitimate
TXN001033,2025/8/20 17:23,110.95,-84.049977,169.104396,71.4,17,2,0,145.5,3.34,0,0,1932,legitimate
TXN001034,2025/3/31 09:47,830.98,74.965337,124.082937,,9,0,1,,4.18,0,0,952,legitimate
TXN001035,2025/9/2 23:42,116.22,-2.54997,-61.708652,33.9,23,1,1,5.96,3.46,0,0,404,legitimate
TXN001036,2025/10/23 15:27,30.3,48.361075,-100.717992,67.6,15,3,0,189.59,4.33,2,0,722,legitimate
TXN001037,2025/11/5 23:16,307.32,29.967149,163.28077,27.7,23,2,0,126.37,2.44,1,0,939,legitimate
TXN001038,2025/12/3 05:58,65.48,-69.015268,-135.545266,22.7,5,2,0,73.08,2.81,1,0,1157,fraudulent
TXN001039,2025/10/2 00:57,60.87,65.665992,-144.426028,3.3,0,3,0,93.13,2.07,1,0,1681,legitimate
TXN001040,2025/3/19 13:18,1206.41,-30.751928,128.812405,40.1,13,2,0,133.11,2.4,0,0,1806,legitimate
TXN001041,2025/9/29 08:09,33.54,-22.948817,-149.587176,33.5,8,0,1,396.12,0.44,0,0,167,fraudulent
TXN001042,2025/11/10 13:01,33.99,36.434513,-22.14514,135.7,13,0,1,31.53,4.65,1,0,766,fraudulent
TXN001043,2025/11/26 18:49,22.06,40.707596,-51.472357,226.5,18,2,0,200.79,7.33,0,0,2701,fraudulent
TXN001044,2025/8/25 05:58,31.46,-60.593001,-18.97282,39.1,5,0,0,7.37,1.07,0,0,1731,legitimate
TXN001045,2025/10/2 19:42,717.77,23.512381,-42.583925,7.1,19,3,0,232.32,,0,0,1210,legitimate
TXN001046,2025/9/18 21:04,73.15,-8.102112,86.696158,100.8,21,3,0,69.95,5.17,0,0,635,legitimate
TXN001047,2025/1/11 12:30,47.49,39.416869,-4.722699,73.8,12,5,0,78.45,6.43,0,0,2345,legitimate
TXN001048,2025/9/17 09:25,116.54,-62.729384,3.363685,73.7,9,2,0,22.74,5.73,0,0,2904,legitimate
TXN001049,2025/10/9 07:52,21.34,77.634643,-104.339696,20.3,7,3,0,406.36,7.84,0,0,355,legitimate
TXN001050,2025/9/13 09:10,98.76,32.47508,92.991058,19.4,9,5,0,69.31,2.33,2,0,2313,legitimate
TXN001051,2025/7/2 20:05,151.65,-58.911872,-113.26791,72.4,20,2,0,206.33,1.27,0,0,605,legitimate
TXN001052,2025/12/16 09:11,292.82,-87.375141,136.21755,4.5,9,1,0,41.47,7.51,0,0,444,legitimate
TXN001053,2025/1/8 07:07,79.58,85.475093,-104.567039,112.5,7,2,0,31.69,1.39,1,0,1856,legitimate
TXN001054,2025/9/20 06:24,486.49,-18.439845,164.696065,7.3,6,5,0,25.58,0.55,1,0,2477,legitimate
TXN001055,2025/10/28 23:54,200.54,2.454281,-75.633386,3.5,23,1,0,1.65,0.36,1,0,2803,legitimate
TXN001056,2025/12/6 07:32,3678.92,-40.351246,123.106003,124.4,7,5,0,8.78,3.06,0,0,1421,fraudulent
TXN001057,2025/2/2 01:18,62.15,64.715819,-9.387464,59.4,1,6,0,101.55,2.43,2,0,1955,legitimate
TXN001058,2025/1/17 20:23,10.76,44.253653,49.095963,45.4,20,4,0,23.87,5.56,1,1,473,legitimate
TXN001059,2025/8/3 01:20,67.37,39.103685,29.240315,5.3,1,6,1,264.75,4.08,0,0,824,legitimate
TXN001060,2025/2/9 19:23,8.31,63.431413,94.031645,95.4,19,6,0,93.75,7.53,2,1,2790,legitimate
TXN001061,2025/3/26 13:58,62.37,25.597284,-34.966469,113.9,13,2,0,152.74,3.74,0,0,363,legitimate
TXN001062,2025/8/29 22:10,312.37,-19.620507,-165.326123,12.4,22,4,0,95.38,5.05,0,0,1104,legitimate
TXN001063,2025/11/11 09:28,20.57,59.86751,-57.078716,14.5,9,1,0,134.93,6.31,1,0,1078,legitimate
TXN001064,2025/7/10 12:15,64.49,-70.469305,33.604882,73,12,3,0,75.78,5.6,0,1,2052,legitimate
TXN001065,2025/10/7 13:41,165.76,15.355002,59.675707,13.6,13,1,0,97.22,1.09,0,0,1520,legitimate
TXN001066,2025/8/7 11:26,81.39,-70.447905,119.910775,63.6,11,3,0,36.92,2.41,0,0,357,legitimate
TXN001067,2025/7/7 09:46,95.16,-36.074912,75.420956,47.8,9,0,1,27.58,0.31,0,0,27,legitimate
TXN001068,2025/1/2 14:59,112.57,57.188677,-135.31542,50.5,14,3,0,6.76,5.42,1,1,2317,legitimate
TXN001069,2025/5/31 04:18,167.5,-30.953459,18.138676,177.5,4,5,0,12.33,1.6,1,0,1948,legitimate
TXN001070,2025/6/8 22:46,63.71,-16.692657,79.721715,101.1,22,6,0,14.84,5.84,0,0,1063,legitimate
TXN001071,2025/2/11 23:51,138,29.793845,-50.002512,20.8,23,1,0,218.28,7.92,0,0,2090,legitimate
TXN001072,2025/2/26 17:30,94.32,-87.094243,-159.473561,,17,2,0,32.55,1.7,0,0,2583,legitimate
TXN001073,2025/6/16 15:56,26.61,20.816069,-47.852171,5.1,15,0,0,95.89,6.49,1,0,2636,legitimate
TXN001074,2025/5/9 13:20,16.37,-58.467533,136.026086,,13,4,0,285.82,2.54,0,0,2846,legitimate
TXN001075,2025/2/6 05:02,182.84,-43.285274,-2.25039,9.2,5,3,1,93.09,7.45,0,0,2244,fraudulent
TXN001076,2025/9/25 07:53,237.19,52.320182,0.872072,21.2,7,3,0,99.78,7.97,0,0,1731,legitimate
TXN001077,2025/11/29 03:29,8.11,42.077743,126.635987,31.8,3,5,1,62.46,2.01,1,0,1240,fraudulent
TXN001078,2025/3/17 02:16,10.81,-81.496099,173.638958,55.1,2,0,0,240.78,7.35,1,0,1991,legitimate
TXN001079,2025/2/9 14:01,3.72,63.619834,66.673233,52.6,14,6,1,231.68,7.6,2,0,249,legitimate
TXN001080,2025/7/30 12:09,98.89,-18.60918,-110.077189,33.8,12,2,0,202.08,0.84,1,0,1050,legitimate
TXN001081,2025/4/3 10:25,75.2,-7.304951,7.775633,76.5,10,3,0,292.49,,0,0,2203,legitimate
TXN001082,2025/3/20 17:04,21.42,-42.372541,141.814696,61.7,17,3,0,113.91,1.21,1,1,1458,legitimate
TXN001083,2025/11/1 15:31,87.75,-13.234246,-19.369464,33.3,15,5,0,53.05,5.14,1,0,2663,legitimate
TXN001084,2025/6/17 00:44,75.73,-51.265159,-121.838281,7.9,0,1,0,130.18,5.8,1,0,2254,legitimate
TXN001085,2025/3/26 20:48,106.46,-75.222787,-52.667413,16.8,20,2,0,52.37,5.58,2,0,1148,legitimate
TXN001086,2025/2/18 15:38,74.95,50.901483,-95.626932,2.5,15,1,0,122.4,2.13,0,0,1110,legitimate
TXN001087,2025/3/18 09:12,44.25,35.565555,19.16066,39,9,1,0,63.31,7.55,2,0,2075,legitimate
TXN001088,2025/2/22 07:15,206.27,-82.353002,-152.153645,191.7,7,5,0,75.06,1.85,0,0,107,legitimate
TXN001089,2025/10/10 15:20,159.12,-38.078347,84.804595,73.8,15,4,,,7.81,0,0,1586,legitimate
TXN001090,2025/1/27 19:00,28.03,70.727637,-154.207969,10.8,19,0,0,30.32,3.97,1,0,663,legitimate
TXN001091,2025/4/10 16:58,43.04,64.849373,-30.04369,37.9,16,3,1,54.27,1.88,0,1,1402,legitimate
TXN001092,2025/11/17 23:41,74.42,19.025314,-58.588132,78.3,23,0,0,39.4,6.34,1,0,1778,legitimate
TXN001093,2025/1/18 11:01,173.92,-41.436117,131.786176,12.5,11,5,0,3.08,2.97,1,0,1047,legitimate
TXN001094,2025/7/29 01:00,42.32,41.123444,137.839502,5.4,1,1,0,52,3.98,0,0,1973,legitimate
TXN001095,2025/10/25 18:59,40.59,54.644915,36.867925,51.9,18,5,0,120.33,3.61,2,0,760,legitimate
TXN001096,2025/9/28 03:48,25.76,-24.828266,-147.537767,2.6,3,6,0,38.91,3.42,1,0,2180,fraudulent
TXN001097,2025/11/18 06:18,41.05,-46.237718,108.199486,190.9,6,1,0,16.3,1.55,1,0,1009,legitimate
TXN001098,2025/5/19 11:27,26.33,10.839166,38.376765,0.1,11,0,0,159.83,,0,0,2100,legitimate
TXN001099,2025/2/7 04:24,0.29,81.592467,122.131316,,4,4,0,404.07,5.1,0,0,2494,legitimate
TXN001100,2025/10/29 22:35,77.26,5.432712,81.818089,0.6,22,2,1,169.5,1.08,0,0,795,legitimate
TXN001101,2025/8/15 22:08,54.72,-31.361886,42.839713,8.2,22,4,0,26.67,3.87,1,0,854,legitimate
TXN001102,2025/4/19 21:53,48.97,29.332815,34.067517,2.4,21,5,0,27.72,2.92,0,0,383,legitimate
TXN001103,2025/7/14 18:36,67.54,63.282101,-59.717602,32.6,18,0,0,59.96,2.71,2,0,68,legitimate
TXN001104,2025/5/1 03:23,35.64,-70.101909,110.916766,42.1,3,3,2,142.2,6.09,0,0,2018,legitimate
TXN001105,2025/10/17 05:30,280.15,65.532742,-87.321802,136.6,5,4,0,311.48,1.39,2,0,2714,legitimate
TXN001106,2025/2/5 13:16,340.18,-44.320325,-45.0629,51.7,13,2,0,265,0.84,1,0,2186,legitimate
TXN001107,2025/2/19 21:18,307,69.825856,-38.511546,98,21,2,1,60.7,4.01,1,1,2300,legitimate
TXN001108,2025/11/27 03:33,44.11,-18.7797,36.810499,77.1,3,3,0,41.38,,0,0,1357,legitimate
TXN001109,2025/10/28 10:28,39.78,66.987677,-123.485054,65.8,10,1,0,84.68,5.68,0,1,984,legitimate
TXN001110,2025/12/15 01:28,28.38,39.456125,-56.774456,74,1,0,0,8.06,4.93,0,0,2413,legitimate
TXN001111,2025/11/18 04:37,35.5,-12.308512,88.155857,46.8,4,1,0,17.12,3.67,0,0,659,legitimate
TXN001112,2025/4/17 23:46,25.93,-2.10015,54.702803,151.1,23,3,0,19.63,1.38,0,0,1682,legitimate
TXN001113,2025/1/1 14:37,86.15,29.730736,2.374655,6.2,14,2,0,91.55,2.15,0,0,200,legitimate
TXN001114,2025/7/29 07:11,118.13,-77.416657,-132.264908,47.2,7,1,1,16.66,3.51,1,1,1525,legitimate
TXN001115,2025/3/10 19:59,38.66,-22.219623,130.215683,94.7,19,0,0,48.42,4.04,0,0,1970,legitimate
TXN001116,2025/4/4 18:35,66.95,51.704995,40.409484,11.3,18,4,0,1.43,7.32,1,0,836,legitimate
TXN001117,2025/11/9 22:27,3.73,-7.574144,-119.882351,29.1,22,6,0,173.89,1.64,0,0,973,fraudulent
TXN001118,2025/5/20 14:04,0.07,-86.038174,-11.60991,58.1,14,1,,192,6.78,0,0,772,legitimate
TXN001119,2025/7/16 10:02,55.16,-62.086645,75.991909,111.4,10,2,0,13.99,4.75,1,0,536,legitimate
TXN001120,2025/12/3 09:58,14.51,-58.563415,-113.071287,34.7,9,2,0,321.36,3.19,2,0,705,legitimate
TXN001121,2025/4/20 18:26,74.54,17.238007,-92.224861,40.8,18,6,0,132.59,1.78,2,0,786,legitimate
TXN001122,2025/5/30 16:21,44.84,6.773881,16.684966,11.1,16,4,0,196.61,3.71,0,0,586,legitimate
TXN001123,2025/8/23 00:21,70.45,-7.645132,7.398824,19.3,0,5,0,338.57,6.8,1,0,1300,legitimate
TXN001124,2025/4/26 22:43,27.82,-74.964808,-70.114061,22.4,22,5,1,110.6,5.64,0,0,324,fraudulent
TXN001125,2025/8/3 21:21,255.74,-65.812859,102.198465,24.6,21,6,0,182.86,7.93,0,0,1717,legitimate
TXN001126,2025/1/23 14:26,9.22,-75.772636,104.496301,11.5,14,3,0,94.08,0.74,0,0,1647,legitimate
TXN001127,2025/3/17 01:02,112.28,-56.4862,-162.931071,68.7,1,0,0,144.97,6.92,0,0,153,legitimate
TXN001128,2025/5/21 18:33,4.88,-32.050548,169.441472,90.2,18,2,0,57.11,7.32,2,0,970,legitimate
TXN001129,2025/12/6 13:24,5.76,-12.858129,-161.333315,110.6,13,5,1,20.2,5.35,0,0,2902,legitimate
TXN001130,2025/10/9 04:08,1985.21,-25.143675,113.024268,55.8,4,3,0,58.4,,0,0,824,legitimate
TXN001131,2025/2/26 02:42,5.07,70.749571,-169.991748,86.6,2,2,0,42.59,4.39,0,0,1726,legitimate
TXN001132,2025/9/19 17:08,108.16,55.023923,-150.72861,6.8,17,4,0,12.41,5.53,0,0,1011,legitimate
TXN001133,2025/10/12 15:42,22.91,-75.75864,118.645321,34,15,6,0,100.81,5.32,1,1,2271,legitimate
TXN001134,2025/2/24 09:20,42.57,36.285154,-104.296419,23.9,9,0,0,26.08,4.4,1,0,1592,legitimate
TXN001135,2025/1/8 07:23,27.32,70.236747,34.904772,182.8,7,2,1,42.37,4.34,0,0,278,legitimate
TXN001136,2025/9/25 06:35,103.55,-35.467735,116.173229,21.8,6,3,0,0.02,1.01,1,0,1808,legitimate
TXN001137,2025/3/9 12:17,39.36,-36.711903,-92.494879,29.8,12,6,0,,3.77,1,1,234,legitimate
TXN001138,2025/7/21 07:18,30.81,-49.250555,-92.339544,16.5,7,0,0,218,2.82,2,0,1424,legitimate
TXN001139,2025/6/9 08:42,11.25,5.731131,135.665514,63.2,8,0,0,23.68,2.99,0,0,1027,legitimate
TXN001140,2025/5/22 13:48,86.47,73.473801,154.188093,2.3,13,3,,137.5,2.78,0,0,641,legitimate
TXN001141,2025/9/5 17:07,54.57,10.762653,-4.817023,27.1,17,4,0,11.49,1.49,1,0,415,legitimate
TXN001142,2025/7/6 12:10,118.59,-15.315225,-111.621744,78.9,12,6,0,63.68,1.05,2,1,2661,legitimate
TXN001143,2025/3/9 14:22,89.07,78.230114,11.07324,,14,6,0,53.34,6.98,0,0,2808,legitimate
TXN001144,2025/8/10 02:24,8.52,-49.996777,150.171166,16.4,2,6,0,120.63,7.27,2,0,2776,legitimate
TXN001145,2025/3/22 23:44,210.58,79.063152,141.201857,57,23,5,0,93.25,0.36,0,0,27,legitimate
TXN001146,2025/2/23 06:31,101.91,-7.110108,-123.654193,41.6,6,6,0,35.79,7.3,0,0,423,legitimate
TXN001147,2025/6/13 22:55,1.21,-30.350478,33.826638,31.4,22,4,0,99.15,4.41,1,0,1056,legitimate
TXN001148,2025/12/4 20:41,10.85,63.703608,-176.626419,11.5,20,3,0,286.96,7.19,2,0,1527,legitimate
TXN001149,2025/9/11 04:52,43.95,20.615268,-178.811216,33.6,4,3,2,87.2,4.02,0,0,2391,legitimate
TXN001150,2025/4/11 06:10,95.09,9.049524,112.006967,25.6,6,4,0,15.96,6.78,2,0,1377,legitimate
TXN001151,2025/5/5 09:01,395.8,-43.722239,49.998082,40.8,9,0,0,86.11,1.94,0,0,290,legitimate
TXN001152,2025/4/19 23:39,98.12,40.161785,130.97733,0.4,23,5,0,212.83,0.34,0,0,2195,legitimate
TXN001153,2025/5/22 09:37,300.99,27.887271,16.440436,6.5,9,3,0,55.2,0.66,1,1,2689,fraudulent
TXN001154,2025/7/3 12:42,119.56,-85.245649,3.293597,11.6,12,3,0,36.16,0.08,0,0,1669,legitimate
TXN001155,2025/3/29 03:43,1.87,23.636615,32.067876,44.4,3,5,0,37.83,3.62,1,0,2001,legitimate
TXN001156,2025/10/12 05:46,330.79,69.016257,18.766634,30.6,5,6,0,1.15,7.26,1,0,1807,legitimate
TXN001157,2025/7/3 01:09,332.24,79.309376,96.361834,,1,3,0,11.85,7.27,2,1,2063,legitimate
TXN001158,2025/12/9 21:30,18.36,58.153717,115.556315,30,21,1,0,175.57,2.56,2,1,1387,legitimate
TXN001159,2025/9/22 10:29,94.06,35.507236,-117.808084,15.5,10,0,1,90.82,3.75,0,0,924,legitimate
TXN001160,2025/5/20 03:01,48.7,-16.556907,35.601365,39.5,3,1,0,244.27,6.19,0,0,2429,legitimate
TXN001161,2025/5/17 15:40,52.03,-11.856645,-109.66557,4.1,15,5,1,48.64,7.19,0,0,1398,legitimate
TXN001162,2025/5/10 14:27,39.43,-25.018524,-146.807567,38.6,14,5,0,634.37,2.06,1,1,1153,legitimate
TXN001163,2025/9/19 20:59,67.26,71.478604,-66.545109,3.7,20,4,0,189.26,1.59,0,0,1662,legitimate
TXN001164,2025/12/11 22:33,204.09,53.383375,70.724345,27.1,22,3,0,7.81,6.91,0,0,2707,legitimate
TXN001165,2025/2/17 00:42,147.09,62.308209,-1.799929,43.6,0,0,0,83.52,5.1,1,0,2082,legitimate
TXN001166,2025/4/9 12:30,154.79,46.499819,-147.344062,10.7,12,2,0,35.14,1.35,2,0,396,legitimate
TXN001167,2025/7/28 23:26,134.18,-1.900267,-105.408412,30.1,23,0,0,47.25,0.64,1,1,2379,legitimate
TXN001168,2025/2/5 20:06,4.69,-74.971124,-127.756709,94.1,20,2,1,199.51,2.19,1,0,746,fraudulent
TXN001169,2025/9/9 07:54,63.58,45.440601,44.791695,18.3,7,1,0,153.59,0.39,0,0,2775,legitimate
TXN001170,2025/6/14 19:25,51.58,-26.576881,-70.774118,5.6,19,5,0,73.07,6.71,0,0,2662,legitimate
TXN001171,2025/7/21 00:21,103.84,-0.377488,18.871485,8.6,0,0,0,34.58,5.91,0,1,451,legitimate
TXN001172,2025/12/11 23:18,0.33,-71.595103,-99.03937,90.6,23,3,0,29.34,3.23,0,1,374,legitimate
TXN001173,2025/1/25 18:46,545.57,42.11965,124.287322,11,18,5,0,156.49,3.15,0,0,2334,legitimate
TXN001174,2025/8/11 09:16,55.13,37.70193,-128.980721,22.5,9,0,0,282.84,1.62,1,0,1825,legitimate
TXN001175,2025/4/21 13:44,27.69,80.332616,168.836518,176.1,13,0,0,30.9,3.16,1,0,2237,fraudulent
TXN001176,2025/7/15 07:55,348.11,29.490698,-141.906133,66.8,7,1,,87.55,4.78,0,0,608,legitimate
TXN001177,2025/11/27 19:10,86.61,-35.569395,97.061864,115.6,19,3,0,107.81,2.13,1,0,2882,legitimate
TXN001178,2025/10/13 21:09,109.51,5.40138,-160.224996,45.9,21,0,0,68.52,3.86,2,0,110,legitimate
TXN001179,2025/3/17 06:11,282.32,4.597089,-5.123666,85.7,6,0,0,90.35,4.45,0,0,427,legitimate
TXN001180,2025/6/1 08:03,93.6,-76.05604,-131.592971,58.3,8,6,0,135.06,1.98,0,0,1117,legitimate
TXN001181,2025/8/12 12:02,25.04,-17.076685,-11.356784,8,12,1,0,218.57,4,0,0,775,legitimate
TXN001182,2025/3/31 23:07,65.32,-12.799857,139.736624,134.1,23,0,0,97.89,7.04,1,1,1194,legitimate
TXN001183,2025/7/8 04:23,5.56,45.347416,-122.317575,128,4,1,0,102.97,4.75,1,0,2172,legitimate
TXN001184,2025/10/29 17:45,144.69,-56.483752,12.103329,81,17,2,0,204.66,2.77,0,0,1219,legitimate
TXN001185,2025/2/22 07:31,81.89,22.164065,95.354099,9.6,7,5,1,118.94,7.01,2,0,2392,legitimate
TXN001186,2025/12/15 15:09,103.53,86.249258,104.821685,36.7,15,0,,300.94,7.13,1,0,1609,legitimate
TXN001187,2025/8/19 06:09,72.68,-85.73748,77.07982,43.5,6,1,1,231.35,2.55,0,0,2850,legitimate
TXN001188,2025/7/26 18:21,129.16,20.504084,-92.925565,9.1,18,5,0,153.62,0.57,2,0,1142,legitimate
TXN001189,2025/8/6 11:08,278.3,18.310923,136.738149,17.8,11,2,0,1.22,7.63,1,0,1956,legitimate
TXN001190,2025/4/6 08:28,30.14,50.595004,-174.865544,11,8,6,1,136.54,7.41,0,0,958,legitimate
TXN001191,2025/2/4 11:36,196.7,-84.295532,161.58184,8.4,11,1,0,176.6,5.06,2,0,1008,legitimate
TXN001192,2025/2/19 11:20,41.62,-49.299163,-171.079283,13,11,2,0,,1.98,0,0,2305,legitimate
TXN001193,2025/7/31 23:08,76.79,60.72833,54.18195,43.2,23,3,0,22.1,0.2,0,0,2164,legitimate
TXN001194,2025/11/13 18:22,173.74,-50.666231,-2.764096,25.9,18,3,0,33.47,5.15,0,0,1267,legitimate
TXN001195,2025/3/7 14:12,8.55,17.780361,164.495136,34.3,14,4,0,176.13,3.16,1,0,396,legitimate
TXN001196,2025/5/27 17:06,61.4,62.916671,-144.518473,41.2,17,1,0,12.92,3.83,0,0,2801,legitimate
TXN001197,2025/5/28 12:09,88.91,68.257897,156.309938,67,12,2,0,130.32,1.9,0,0,1285,legitimate
TXN001198,2025/1/9 06:01,25.58,-61.178735,54.264622,21.1,6,3,0,2.08,6.27,1,0,1181,legitimate
TXN001199,2025/1/22 21:11,14.64,68.780049,178.335708,12.7,21,2,0,128.53,5.85,0,0,983,legitimate
TXN001200,2025/8/18 11:56,107.57,12.785691,7.993931,43.1,11,0,0,2.53,3.83,1,0,1797,legitimate
TXN001201,2025/5/28 03:16,21.83,-32.778332,65.194758,82.1,3,2,,35.11,1.12,0,0,757,legitimate
TXN001202,2025/1/21 04:34,288.9,-4.63347,31.872958,61.1,4,1,0,220.96,6.4,0,0,2481,legitimate
TXN001203,2025/8/20 20:20,46.34,64.7033,108.722819,16.3,20,2,0,27.84,2.82,2,0,790,legitimate
TXN001204,2025/3/10 06:55,85.06,0.263492,82.017482,,6,0,0,119.66,1.23,1,1,479,legitimate
TXN001205,2025/7/4 05:51,78.93,-62.905793,146.421536,49.3,5,4,0,174.28,5.47,1,0,590,legitimate
TXN001206,2025/12/30 07:07,142.17,32.039436,-40.731208,,7,1,0,,2.15,0,0,2443,legitimate
TXN001207,2025/10/27 22:52,47.56,-4.727197,-52.181144,23.1,22,0,0,82.32,3.07,0,0,738,legitimate
TXN001208,2025/9/1 11:11,52.55,-61.414838,145.016799,50.5,11,0,0,,2.98,0,0,1331,legitimate
TXN001209,2025/6/9 09:12,49.01,-45.520343,145.679721,16,9,0,1,35.78,2.53,0,0,2037,legitimate
TXN001210,2025/2/1 02:48,161.57,57.776918,103.459333,65,2,5,0,65.58,1.9,2,0,1666,fraudulent
TXN001211,2025/9/18 14:48,41.88,-78.570524,-155.333654,4.5,14,3,,129.92,3.3,2,0,343,legitimate
TXN001212,2025/12/25 11:39,105.07,-13.229916,17.926289,100.4,11,3,0,171.1,,0,0,1092,legitimate
TXN001213,2025/12/22 18:49,214.06,76.955687,85.852931,20.6,18,0,0,23.2,3.81,0,0,1841,legitimate
TXN001214,2025/11/9 08:27,68.2,-39.4663,1.553825,31.9,8,6,0,68.55,6.33,1,0,1773,legitimate
TXN001215,2025/2/15 08:37,578.54,-46.789236,-7.797551,11.7,8,5,0,145.58,6.18,1,0,1168,legitimate
TXN001216,2025/9/7 05:18,1.54,58.652952,39.283246,7,5,6,0,31.68,3.93,0,0,2400,legitimate
TXN001217,2025/9/22 09:16,381.22,34.175564,36.036892,61.9,9,0,0,35.16,7.42,0,0,1099,legitimate
TXN001218,2025/5/27 23:37,40.53,21.46826,-70.407801,117.8,23,1,0,54.2,4.54,0,0,2412,legitimate
TXN001219,2025/7/4 23:06,58.85,72.215062,-145.525896,198.8,23,4,0,278.48,0.08,0,0,1024,legitimate
TXN001220,2025/9/8 18:53,73.32,73.078293,160.568956,24.4,18,0,0,118.92,4.66,1,0,261,legitimate
TXN001221,2025/10/21 02:43,52.08,-67.559218,101.065151,15.5,2,1,0,95.11,3.71,0,0,1808,legitimate
TXN001222,2025/2/28 21:42,405.82,-59.851671,139.235175,20.8,21,4,0,36.78,2.51,0,0,1935,legitimate
TXN001223,2025/1/16 03:22,21.48,-75.756487,-4.569077,13.8,3,3,0,78.55,5.58,0,0,470,legitimate
TXN001224,2025/11/12 13:56,210.05,40.240895,2.688043,131.2,13,2,1,107.41,1.27,1,0,1919,legitimate
TXN001225,2025/12/6 03:02,2.98,88.284045,99.419986,93,3,5,0,155.38,1.21,1,0,2187,fraudulent
TXN001226,2025/2/8 02:11,102.18,-40.76523,43.986685,162.1,2,5,1,56.49,7,0,0,746,legitimate
TXN001227,2025/1/29 18:36,18.19,10.89594,-41.279921,235.9,18,2,0,58.43,6.93,0,0,1568,legitimate
TXN001228,2025/12/11 00:00,21.66,-12.089283,-102.571865,87.1,0,3,0,222.75,2.05,0,0,730,fraudulent
TXN001229,2025/4/17 02:28,23.41,12.833716,-49.654797,148,2,3,0,59.41,0.06,0,0,1555,legitimate
TXN001230,2025/12/11 11:41,130.44,33.908893,105.859406,39.1,11,3,0,37.38,2.07,0,0,1947,legitimate
TXN001231,2025/10/21 18:34,73.53,12.150902,120.879036,20.3,18,1,0,94.56,3.93,1,0,1662,legitimate
TXN001232,2025/3/29 14:12,23.27,-48.006244,29.214942,5.6,14,5,0,181.26,3.38,2,0,834,legitimate
TXN001233,2025/9/17 04:22,5.75,-40.04287,-14.931642,28.6,4,2,0,57.61,2.14,2,0,1289,legitimate
TXN001234,2025/3/30 14:26,55.12,59.940485,-3.484233,6.4,14,6,0,17.94,1.72,1,0,895,legitimate
TXN001235,2025/7/12 09:28,51.68,78.931954,35.194261,0.4,9,5,0,55.33,0.85,0,0,1558,legitimate
TXN001236,2025/3/27 19:21,69.94,-3.742301,128.74941,6.2,19,3,0,47.7,5.55,1,0,2136,legitimate
TXN001237,2025/6/26 21:54,28.91,-48.169615,43.324771,0.9,21,3,0,72.11,4.86,0,0,1348,legitimate
